id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap
542,HBS,Men,Married,25th,6,4,3+,4,yes,1,3492565,4,More than 1M,5,86,90,85,48,88,90,33,6.6,6.6,62,Over 55,10,9,10,2,3,51,0,3,Consulting,Tech,1.8,0.3,2.3,2.4,1.6,1.9,2.4,0.2,2,1,1.8,0.4,1.3,6.5,2.7,7.7,16.2,3.6,1.3,8,0.3,1.5,2.3,1.9,2,1.3,1.6,2,0.15,Joy Seeker,84,89,11,19,16
543,IWF,Men,In a relationship,40th+,9,3,3+,4,yes,1,1367682,4,More than 1M,5,60,68,91,92,33,68,51,4.9,4.9,73,Over 55,1,9,6,5,7,50,6,1,Consulting,Finance,0.7,1.7,2.5,0.4,0.6,2.6,2.9,1.8,2.4,1,2.2,2.4,2.8,3.1,14.2,8.5,2.9,1.5,1.7,9.7,3,0.55,2.11,2.1,0.35,0.55,2.15,2.4,1.5,Purposeful Striver,89,73,-18,9,-3
544,IWF,Women,Married,30th,7,1,1,2,yes,1,1316643,3,More than 1M,5,39,83,30,69,76,83,75,5.3,5.3,46,45 - 55,0,8,4,4,11,54,5,3,Tech,Consulting,2,0.8,1.8,1,0.8,2.5,0.8,3,2,1.4,2.3,1.4,0.7,7,6.4,6.1,6.9,2,1.7,2.7,4.9,1.7,2.34,1.55,0.85,0.7,2.05,0.65,2.45,Flourisher,86,68,-13,-17,-9
545,Xilio,Men,Married,20th,5,0,0,1,no,2,1563584,3,More than 1M,5,47,89,44,86,31,89,37,3.6,3.6,47,45 - 55,5,10,1,9,0,48,0,8,Consulting,Healthcare,1.9,2.9,0.3,2.6,1.2,1.9,1.5,0.5,1.2,1,2.7,1.4,0.8,6.6,24.1,0.9,17.3,2.8,1.3,4.9,0.8,1.55,2.31,0.2,2.15,1,1.55,1.25,0.4,Purpose Seeker,13,14,-18,-18,-14
546,IWF,Men,Married,5th,2,2,2,3,yes,1,424540,4,250K – 500K,3,17,65,35,84,61,65,13,3.1,3.1,66,Over 55,5,6,6,1,14,55,11,7,Finance,Finance,1.1,1.5,1.5,0.5,2.4,0.2,0.3,0.1,1.5,0.3,1.2,1.3,0.3,4.2,12.1,4.9,3.1,5.7,0.2,0.9,0.2,0.9,2.18,1.2,0.4,2.05,0.2,0.2,0.1,Flourisher,59,11,-3,19,-3
547,Xilio,Women,Single,25th,6,0,0,1,no,2,2645075,4,More than 1M,5,36,69,27,46,40,69,68,6.4,6.4,58,Over 55,3,4,3,3,8,53,5,3,Consulting,Tech,0.3,2.4,0.2,0.2,0,0.3,1.7,2.3,2.4,0.4,2.9,1.5,1.8,2,20.1,0.8,1.7,0.1,0.2,5.6,3.9,0.3,2.06,0.2,0.2,0.05,0.3,1.4,1.95,Triumvirate,19,56,17,-9,-10
548,IWF,Men,Single,40th+,9,3,3+,4,yes,1,4969003,4,More than 1M,5,68,88,70,13,30,88,10,8.9,8.9,64,Over 55,9,0,10,5,12,51,10,3,Consulting,Healthcare,2,1.7,1.2,1.5,1.9,0.1,1.5,0.8,1.1,0.1,2.6,2.8,2,7,13.8,4.1,9.7,4.5,0.1,5,1.3,1.7,2.34,1,1.2,1.6,0.1,1.25,0.65,Purposeful Striver,49,67,-25,-9,-23
549,IWF,Men,Married,40th+,9,3,3+,4,yes,1,4472987,3,More than 1M,5,45,96,17,48,68,96,86,8.6,8.6,53,45 - 55,5,6,10,1,1,54,18,0,Finance,Consulting,1.6,0.1,1.2,0.9,2,0.8,0.4,2.5,1.2,1.4,0.9,1.6,1.9,5.7,1.1,4.1,6,4.7,0.5,1.4,4.1,1.3,2.26,1,0.75,1.65,0.65,0.35,2.05,Purpose Seeker,12,29,19,7,4
550,HBS,Women,Single,40th+,9,2,2,3,yes,1,56790,3,Less than 150K,1,78,76,45,47,41,76,63,2.7,2.7,47,45 - 55,9,2,3,7,13,54,6,0,Other,Tech,2.3,1.9,0.2,1.7,2.4,0.4,1.3,2.1,0.3,2.9,0.5,2.9,2.6,8,15.8,0.7,11.3,5.6,0.3,4.4,3.5,1.95,2.39,0.15,1.4,2,0.35,1.1,1.75,Triumvirate,61,9,-2,6,-4
551,Xilio,Women,Married,10th,3,4,3+,4,yes,1,1721738,2,More than 1M,5,76,90,96,19,27,90,71,5.1,5.1,36,35 - 45,1,8,4,6,7,51,14,8,Other,Finance,1.6,2.9,1,2.4,2.8,0.8,1,2.8,2.7,0.3,1.3,0.5,1.5,5.7,23.8,3.5,16.1,6.5,0.5,3.3,4.7,1.3,2.26,0.85,2,2.35,0.65,0.85,2.35,Striver,19,67,9,-18,-17
552,HBS,Women,In a relationship,30th,7,1,1,2,yes,1,2938873,4,More than 1M,5,60,67,60,61,18,67,92,6.4,6.4,79,Over 55,10,0,8,7,9,50,16,4,Tech,Consulting,2.6,1.8,0.3,0.4,0.1,1.2,1.6,1.2,0.3,2.8,1.2,2.2,0.4,8.7,15,1.1,2.7,0.1,0.8,5.2,2,2.15,2.43,0.3,0.35,0.05,0.95,1.3,1,Purpose Seeker,76,25,-2,-7,3
553,Xilio,Women,Married,1st,1,4,3+,4,yes,1,478345,3,250K – 500K,3,92,62,99,46,40,62,11,4.1,4.1,51,45 - 55,10,2,1,3,3,53,3,1,Tech,Consulting,1.7,2.5,2.4,1.7,0.5,2.8,1.8,2,1.9,2.2,1.7,2.4,0.9,6,20.5,8.1,11.6,1.1,1.9,5.9,3.3,1.4,2.28,2,1.45,0.4,2.35,1.45,1.65,Flourisher,9,76,-9,12,11
554,HBS,Women,In a relationship,30th,7,4,3+,4,yes,1,779074,3,500K - 1M,4,81,64,43,83,97,64,35,4,4,49,45 - 55,2,8,3,6,15,50,18,3,Consulting,Finance,1.7,2.7,2.8,1.5,2.7,1.8,0,1.4,1.2,1.9,1.8,2,2,6,22.1,9.5,10.1,6.2,1.2,0.1,2.3,1.4,2.28,2.35,1.25,2.2,1.55,0,1.15,Purposeful Striver,71,42,-21,-23,-3
555,HBS,Women,In a relationship,1st,1,1,1,2,yes,1,3715501,4,More than 1M,5,65,74,21,91,31,74,59,7.6,7.6,73,Over 55,3,7,9,3,5,50,6,4,Finance,Tech,2.6,0.7,0.2,0.4,1.4,2.5,2.3,1.9,1.2,1.9,2.2,1.8,1.8,8.9,5.7,0.7,2.9,3.2,1.7,7.6,3.2,2.2,2.44,0.2,0.35,1.15,2.1,1.9,1.6,Flourisher,28,9,-6,-21,-13
556,HBS,Men,Single,20th,5,0,0,1,no,2,1909490,1,More than 1M,5,50,37,91,16,84,37,19,5.1,5.1,33,0 - 35,2,10,10,4,15,51,12,9,Consulting,Tech,1.2,0.6,2.9,1.9,1.7,2.1,2.1,1.3,2,2.5,1.5,1.7,1.6,4.6,5.3,9.6,12.5,4,1.4,7.1,2.2,1,2.2,2.4,1.55,1.4,1.8,1.8,1.1,Purpose Seeker,78,79,-5,-13,6
557,IWF,Men,Married,20th,5,4,3+,4,yes,1,3917857,4,More than 1M,5,45,88,47,14,78,88,10,7.5,7.5,62,Over 55,3,7,3,7,12,49,17,0,Healthcare,Finance,0.4,1.8,1.6,0.8,2,0.3,1.1,0.6,0.2,0.3,0.3,2.6,2,2.2,15.3,5.2,5.5,4.6,0.2,3.7,0.9,0.35,2.07,1.3,0.7,1.65,0.3,0.9,0.45,Joyful Striver,52,40,14,20,20
558,HBS,Women,Single,1st,1,0,0,1,no,2,3206083,3,More than 1M,5,63,88,40,87,45,88,78,6.6,6.6,54,45 - 55,2,1,0,2,3,51,14,3,Other,Consulting,0.1,1.2,0.9,1.5,2,2.2,0.2,1.5,1.8,1.5,2.6,2.5,1.9,1.3,10.3,3,9.8,4.8,1.5,0.5,2.5,0.05,2.01,0.75,1.2,1.7,1.85,0.15,1.25,Triumvirate,83,25,5,5,-3
559,IWF,Women,Married,40th+,9,2,2,3,yes,1,1484908,4,More than 1M,5,59,45,78,92,21,45,89,5,5,78,Over 55,3,5,9,2,1,51,13,1,Finance,Tech,2.3,2.5,0.2,0.2,2.8,0.8,2.3,1.6,2.3,2.1,0.9,0.4,2.6,7.8,21,0.8,1.6,6.5,0.6,7.5,2.6,1.9,2.38,0.2,0.2,2.35,0.7,1.9,1.3,Triumvirate,16,5,20,-10,19
560,HBS,Women,In a relationship,25th,6,1,1,2,yes,1,2283694,4,More than 1M,5,69,46,75,56,72,46,12,5.5,5.5,71,Over 55,10,8,7,7,2,49,2,2,Other,Consulting,1.9,2.7,1.5,1.4,3,1.9,2.9,2.4,2.5,1.8,2.9,2.5,1.8,6.6,22.5,5,9.2,7,1.3,9.6,4.1,1.55,2.31,1.25,1.15,2.5,1.6,2.4,2.05,Joyful Striver,69,11,10,6,-9
561,IWF,Women,Married,1st,1,3,3+,4,yes,1,3349144,4,More than 1M,5,76,48,17,98,75,48,39,7.2,7.2,71,Over 55,8,4,5,5,4,48,14,8,Healthcare,Other,2.1,1.1,2.4,0.9,2.2,1,0.7,2.2,0.5,2.5,0.4,1.2,2.3,7.3,8.8,7.9,6.1,5,0.7,2.4,3.7,1.75,2.35,2,0.75,1.8,0.85,0.6,1.85,Purpose Seeker,12,59,-15,-4,14
562,Xilio,Women,In a relationship,20th,5,2,2,3,yes,1,335062,4,250K – 500K,3,19,96,50,27,35,96,67,4.4,4.4,68,Over 55,8,3,3,3,10,53,3,4,Consulting,Finance,0.6,0.7,2.1,2.5,0.9,3,1,2,2.7,0.2,2.9,0.8,0.7,2.9,5.9,7.1,16.4,2,2,3.2,3.3,0.55,2.11,1.75,2.05,0.7,2.5,0.8,1.65,Joyful Striver,25,88,-11,3,-5
563,IWF,Women,Single,15th,4,0,0,1,no,2,4979499,4,More than 1M,5,68,51,98,88,13,51,36,9.4,9.4,72,Over 55,2,0,8,0,6,48,14,1,Other,Other,0.4,2.3,0.2,0.2,2.6,0.8,0.6,0.3,2,2.1,0.3,2.6,2,2.2,19.5,0.5,1.1,6.2,0.5,1.8,0.6,0.35,2.07,0.15,0.15,2.2,0.65,0.45,0.3,Joy Seeker,52,79,-7,-4,-24
564,Xilio,Men,Married,25th,6,3,3+,4,yes,1,2417312,4,More than 1M,5,97,84,18,20,50,84,75,5.7,5.7,60,Over 55,1,5,4,9,5,49,1,2,Consulting,Other,0,0.8,0.2,1.3,0.1,0.8,1.7,2.2,2.6,1.6,0.7,1.3,2.7,1.1,6.9,0.7,8.4,0.3,0.6,5.8,3.6,0.05,2.01,0.2,1.05,0.1,0.7,1.45,1.8,Purpose Seeker,85,38,-19,17,11
565,Xilio,Women,Single,10th,3,0,0,1,no,2,3723976,4,More than 1M,5,76,95,93,53,16,95,32,8.1,8.1,63,Over 55,9,0,2,1,8,50,6,9,Healthcare,Other,1.1,2.5,1.2,1.4,0.7,2.8,0.5,1.5,1.5,1.1,0.1,2.4,1.2,4.2,20.6,4,9.2,1.6,1.9,1.5,2.5,0.9,2.18,1,1.15,0.6,2.35,0.4,1.25,Purpose Seeker,53,72,2,-23,-20
566,HBS,Men,In a relationship,5th,2,2,2,3,yes,1,4438224,4,More than 1M,5,97,28,48,89,70,28,91,8.1,8.1,80,Over 55,6,9,7,6,12,49,13,9,Other,Other,1.8,1.3,0.9,2.2,2.7,0.1,1.1,2.7,1.6,1,2.1,0.8,2.3,6.3,10.6,3,14.5,6.3,0,3.6,4.5,1.45,2.29,0.75,1.8,2.25,0.05,0.9,2.25,Joy Seeker,23,5,17,-16,18
567,Xilio,Women,Married,5th,2,3,3+,4,yes,1,4065493,2,More than 1M,5,69,55,55,49,45,55,60,6.9,6.9,45,35 - 45,1,8,9,3,7,49,18,1,Healthcare,Other,1.2,2,0.7,1.7,0.8,2.1,2.1,2.8,2.8,1.9,2.6,0,2.2,4.5,16.7,2.3,11.5,1.8,1.4,7,4.6,1,2.2,0.6,1.45,0.65,1.75,1.75,2.3,Purposeful Striver,16,48,-21,16,-8
568,IWF,Women,Married,10th,3,3,3+,4,yes,1,3418532,3,More than 1M,5,56,86,54,57,64,86,75,6.6,6.6,47,45 - 55,8,0,6,9,14,55,15,2,Consulting,Finance,1.3,0.3,0.8,2,0.7,2.2,1.7,0.2,2.7,2.7,1.3,1.5,0.2,4.9,2.4,2.8,13.3,1.5,1.5,5.6,0.3,1.1,2.22,0.7,1.65,0.55,1.8,1.4,0.15,Purposeful Striver,57,90,-21,-5,4
569,Xilio,Women,In a relationship,10th,3,3,3+,4,yes,1,1455541,3,More than 1M,5,15,27,74,91,59,27,31,3.8,3.8,48,45 - 55,9,1,7,1,10,55,15,6,Other,Tech,2.7,1.9,2.4,2.3,0.4,2.5,1.2,2.5,1.3,1.5,2.8,0.3,1.7,9.1,15.6,8,15.5,1,1.7,3.9,4.1,2.25,2.45,2,1.95,0.35,2.1,0.95,2.05,Joy Seeker,39,18,4,-10,-4
570,IWF,Women,Single,25th,6,0,0,1,no,2,1901403,4,More than 1M,5,27,62,86,48,83,62,33,5.1,5.1,76,Over 55,1,3,7,1,2,50,8,6,Consulting,Finance,1,1.4,2.8,2.6,2.6,2.9,1.3,0.1,0.8,2.5,1.8,2.3,0.4,4.1,11.3,9.3,17.2,6,1.9,4.2,0.2,0.85,2.17,2.3,2.15,2.15,2.45,1.05,0.1,Flourisher,53,70,6,-14,7
571,IWF,Men,Single,5th,2,0,0,1,no,2,4878287,3,More than 1M,5,34,41,43,31,82,41,42,8.9,8.9,51,45 - 55,0,7,6,2,12,52,1,2,Consulting,Healthcare,1.5,1.8,1.2,0.9,1.5,2.9,1.7,1.1,1.2,1.2,1.9,0.8,2.9,5.6,14.7,4.1,6.3,3.5,2,5.6,1.8,1.3,2.26,1,0.8,1.25,2.45,1.4,0.9,Striver,42,37,-18,-24,4
572,IWF,Women,Single,1st,1,3,3+,4,yes,1,851052,4,500K - 1M,4,53,58,95,50,17,58,83,4.8,4.8,79,Over 55,6,10,2,5,3,52,1,5,Other,Other,2.4,0.5,2.7,1.6,2,0.2,0,1.6,1.2,0.3,2.5,1.3,2.4,8.1,4.2,9.1,10.8,4.7,0.1,0.1,2.7,1.95,2.39,2.25,1.35,1.7,0.15,0,1.35,Striver,58,60,-16,15,-9
573,Xilio,Men,Married,5th,2,3,3+,4,yes,1,1837150,4,More than 1M,5,85,56,99,30,99,56,94,5.3,5.3,59,Over 55,1,5,3,7,9,51,8,8,Other,Tech,1.2,2.2,1,2.5,0.7,2.5,0.2,0.4,0.9,0.2,0.9,0.3,0.3,4.6,18.4,3.2,16.8,1.7,1.6,0.8,0.7,1,2.2,0.8,2.1,0.6,2.05,0.2,0.35,Joyful Striver,39,48,12,-2,17
574,IWF,Women,Single,25th,6,1,1,2,yes,1,2255300,3,More than 1M,5,63,90,50,52,59,90,29,5.6,5.6,52,45 - 55,0,3,6,9,8,48,5,7,Finance,Healthcare,1.9,2.6,1.4,3,2.3,1.9,2.6,2.2,0.8,0.2,1.1,0.9,0.4,6.6,21.6,4.8,19.8,5.3,1.3,8.8,3.7,1.55,2.31,1.2,2.45,1.9,1.6,2.2,1.85,Purpose Seeker,14,77,6,9,6
575,HBS,Men,Single,20th,5,1,1,2,yes,1,1885567,1,More than 1M,5,99,47,69,95,40,47,93,5.7,5.7,35,0 - 35,2,7,7,10,15,51,2,2,Healthcare,Other,2.6,0.7,0.7,2.7,2.3,1.9,0.2,0,2.6,1.1,2.7,2.3,1.8,8.8,5.4,2.3,17.8,5.3,1.3,0.8,0,2.15,2.43,0.55,2.2,1.9,1.6,0.2,0,Striver,5,28,2,4,16
576,IWF,Men,Single,1st,1,2,2,3,yes,1,1564837,2,More than 1M,5,63,10,16,47,14,10,95,3.7,3.7,43,35 - 45,7,5,7,2,7,54,16,6,Consulting,Finance,2.8,0.3,1.9,1.1,0.9,0.4,2.1,0.5,0.2,1,2.7,0.5,1,9.5,2.4,6.4,7.4,2.2,0.3,7.1,0.8,2.35,2.47,1.6,0.95,0.8,0.3,1.75,0.4,Flourisher,35,69,-9,4,-12
577,Xilio,Women,In a relationship,25th,6,1,1,2,yes,1,3531268,2,More than 1M,5,68,60,20,72,10,60,88,7.3,7.3,37,35 - 45,2,0,5,4,13,50,5,3,Other,Tech,0.4,0.1,2.9,0.6,1.2,2,2.8,1.7,2,2.2,2.9,1.9,0.1,2.3,0.6,9.8,3.9,2.9,1.3,9.2,2.9,0.35,2.07,2.45,0.5,1.05,1.65,2.3,1.45,Triumvirate,87,77,5,9,-16
578,Xilio,Women,Married,40th+,9,3,3+,4,yes,1,3368442,3,More than 1M,5,18,68,67,75,60,68,76,7.4,7.4,49,45 - 55,8,8,9,11,9,51,18,0,Tech,Healthcare,2.8,1.9,1.8,1.5,0.6,2.9,0.8,2.1,0.5,2.2,2.7,2.8,1.6,9.3,16,6,9.8,1.5,2,2.7,3.6,2.3,2.46,1.5,1.2,0.5,2.45,0.7,1.8,Triumvirate,75,81,-18,-7,10
579,Xilio,Men,In a relationship,40th+,9,1,1,2,yes,1,4956203,3,More than 1M,5,82,50,85,66,95,50,81,8.2,8.2,47,45 - 55,10,1,6,2,3,49,2,4,Tech,Other,1.5,1.8,1.1,2.2,2.9,2.7,1.1,2.7,1,0.2,0.4,2,1.2,5.4,15.2,3.6,14.8,6.8,1.8,3.7,4.6,1.25,2.25,0.9,1.85,2.45,2.3,0.95,2.3,Joy Seeker,18,40,14,-18,8
580,HBS,Women,Married,5th,2,3,3+,4,yes,1,4484051,2,More than 1M,5,11,69,90,69,58,69,87,9,9,40,35 - 45,3,4,2,9,4,50,0,1,Consulting,Finance,0.8,1.6,1.9,1.5,1.9,1.3,1.7,2.1,0.2,0.7,2.5,2.4,0.3,3.3,13.7,6.5,9.9,4.5,0.9,5.7,3.5,0.65,2.13,1.6,1.25,1.6,1.1,1.4,1.75,Striver,76,45,-1,0,-17
581,IWF,Men,Married,15th,4,4,3+,4,yes,1,4839954,3,More than 1M,5,86,92,29,37,49,92,52,9,9,48,45 - 55,3,6,5,6,0,51,17,8,Finance,Finance,1.4,0.7,0.4,1.4,2.8,0.1,2.6,2,0.8,0.8,1.2,0.3,2.4,5.1,5.8,1.2,9.7,6.5,0.1,8.8,3.4,1.15,2.23,0.3,1.2,2.35,0.1,2.2,1.7,Joyful Striver,9,62,-17,14,16
582,HBS,Men,Single,25th,6,4,3+,4,yes,1,453570,4,250K – 500K,3,95,86,49,51,37,86,20,3.3,3.3,58,Over 55,4,7,1,4,11,50,13,9,Finance,Tech,2.9,1.2,2.7,2.5,0.9,1.1,2.8,1.2,2.3,1.6,3,0.8,2.7,9.8,9.8,8.9,16.8,2.1,0.7,9.4,2,2.45,2.49,2.2,2.1,0.75,0.9,2.35,1,Striver,74,58,-24,-19,2
583,HBS,Men,Married,20th,5,2,2,3,yes,1,2403139,2,More than 1M,5,87,26,98,58,22,26,18,6.2,6.2,39,35 - 45,6,5,5,3,14,51,0,4,Other,Other,1.5,1.8,1.5,1.1,2.3,2.5,2.2,0,2.7,0.4,1.4,2.7,2.3,5.4,14.9,5,7.2,5.5,1.7,7.4,0,1.25,2.25,1.25,0.9,1.95,2.05,1.85,0,Flourisher,58,67,-11,4,-15
584,Xilio,Women,In a relationship,25th,6,0,0,1,no,2,888158,4,500K - 1M,4,72,19,33,12,63,19,72,5.2,5.2,63,Over 55,9,8,7,2,12,55,2,5,Finance,Healthcare,1,1.5,1.3,2.6,2.3,2.1,0.3,0.4,0.7,0.4,1.7,2.1,2.5,4,12.4,4.5,17.2,5.4,1.4,0.9,0.6,0.8,2.16,1.1,2.15,1.9,1.75,0.2,0.3,Purpose Seeker,17,56,-23,-19,-12
585,HBS,Men,Single,1st,1,4,3+,4,yes,1,2144792,4,More than 1M,5,97,94,44,66,77,94,74,5.6,5.6,63,Over 55,2,9,9,2,0,55,1,3,Other,Tech,1.9,3,1.8,1.2,2.1,1.4,2,1.6,1.4,2.8,1.6,1.9,0.6,6.7,24.7,5.9,8.1,4.8,0.9,6.7,2.7,1.6,2.32,1.45,1,1.75,1.15,1.65,1.35,Joyful Striver,7,40,10,-23,13
586,Xilio,Women,Married,25th,6,3,3+,4,yes,1,82528,4,Less than 150K,1,54,36,68,47,89,36,67,3.2,3.2,74,Over 55,10,8,3,0,15,51,2,6,Consulting,Finance,0.7,0.4,1.9,1,2.9,0.2,1.2,2,1.4,2.4,1,2,0.8,3.2,3.4,6.2,6.6,6.8,0.1,4.1,3.4,0.6,2.12,1.55,0.8,2.4,0.15,1.05,1.7,Joy Seeker,46,40,-22,-25,-7
587,Xilio,Men,Single,1st,1,1,1,2,yes,1,1903421,2,More than 1M,5,75,67,90,86,59,67,10,5,5,43,35 - 45,1,10,6,3,6,48,1,2,Finance,Tech,0.2,2.1,0.2,1.4,1.2,1.3,1.4,1.3,2.6,0.5,0.2,1.2,0.6,1.7,17.4,0.7,9.1,2.8,0.9,4.7,2.1,0.2,2.04,0.2,1.15,1,1.05,1.2,1.05,Joy Seeker,13,77,-12,10,-11
588,IWF,Women,In a relationship,10th,3,2,2,3,yes,1,2628260,3,More than 1M,5,28,92,33,12,40,92,14,5.7,5.7,50,45 - 55,7,6,7,10,5,51,8,3,Consulting,Finance,0.4,1.2,2,2.3,0.4,1.4,0.1,2.2,2.3,1.2,2.7,0.1,2.3,2.2,10.1,6.8,15.2,0.9,0.9,0.5,3.7,0.3,2.06,1.7,1.9,0.35,1.15,0.1,1.85,Purpose Seeker,40,33,15,-1,2
589,HBS,Men,In a relationship,20th,5,2,2,3,yes,1,1447077,4,More than 1M,5,90,76,68,12,28,76,14,5.1,5.1,71,Over 55,4,4,8,6,13,48,15,5,Tech,Other,0.4,1.3,0.7,0.4,2,2.8,0.6,1.6,1.5,1.1,2.4,2.4,2.8,2.2,10.7,2.4,2.5,4.7,1.9,1.9,2.6,0.3,2.06,0.6,0.3,1.7,2.3,0.5,1.3,Purpose Seeker,42,6,15,11,-2
590,Xilio,Men,In a relationship,10th,3,0,0,1,no,2,3325887,1,More than 1M,5,24,91,71,90,46,91,77,6.6,6.6,30,0 - 35,3,5,9,3,6,53,4,4,Finance,Healthcare,0.5,2.2,2.1,0.6,2.2,1.9,2.4,0.2,2,2.4,0.4,2,2.2,2.4,17.9,7.1,3.9,5.1,1.3,7.9,0.4,0.4,2.08,1.8,0.5,1.8,1.6,2,0.2,Striver,9,88,-1,-25,-18
591,IWF,Women,Single,20th,5,3,3+,4,yes,1,3348230,1,More than 1M,5,92,67,38,51,68,67,97,7,7,34,0 - 35,1,5,6,11,6,55,13,6,Tech,Healthcare,0.4,2.1,2.5,2.9,1.7,0.9,1.4,0.6,2.5,1.5,2.3,1.4,2.6,2.2,17.3,8.2,19,4,0.6,4.5,1,0.35,2.07,2.05,2.4,1.45,0.8,1.15,0.5,Flourisher,50,19,-16,-11,17
592,HBS,Men,Single,10th,3,3,3+,4,yes,1,2282728,4,More than 1M,5,90,65,91,94,18,65,75,5.5,5.5,76,Over 55,1,6,1,7,1,48,12,4,Consulting,Consulting,1.9,3,2.4,0.5,0.6,1.6,0.9,2.5,0,0.4,1.9,2.7,1.9,6.8,24.8,8,3.5,1.4,1.1,3,4.2,1.6,2.32,2,0.45,0.5,1.3,0.75,2.1,Joyful Striver,27,80,-5,11,-17
593,IWF,Women,Married,5th,2,0,0,1,no,2,2515195,2,More than 1M,5,81,97,10,75,27,97,94,6.2,6.2,39,35 - 45,7,1,7,10,6,53,13,6,Consulting,Finance,0.5,0.4,1.7,1.7,1.5,0.2,1.2,2.2,1.2,2.2,1.2,1,1.2,2.6,3.2,5.5,11.4,3.5,0.1,3.8,3.6,0.45,2.09,1.4,1.4,1.25,0.15,0.95,1.8,Triumvirate,66,40,10,-13,7
594,IWF,Women,In a relationship,5th,2,1,1,2,yes,1,4290507,4,More than 1M,5,60,68,35,84,24,68,54,8.3,8.3,65,Over 55,1,9,1,8,6,55,7,4,Consulting,Healthcare,1,0.3,1.6,1.7,0.9,2.9,2.6,2.7,2.7,1.2,0.8,0.9,1.3,4.1,2.6,5.2,11.6,2.2,1.9,8.5,4.5,0.85,2.17,1.3,1.45,0.8,2.45,2.15,2.25,Joyful Striver,5,59,-14,14,7
595,Xilio,Men,In a relationship,30th,7,2,2,3,yes,1,190775,2,150K – 250K,2,77,31,75,79,85,31,37,3.7,3.7,45,35 - 45,10,4,3,4,8,51,7,5,Other,Healthcare,2.7,2.2,0.4,1.5,1.3,1.1,2.2,0.4,2.2,0.8,2.6,2.6,0.2,9.1,18.1,1.4,9.8,3,0.7,7.5,0.6,2.25,2.45,0.35,1.2,1.05,0.9,1.85,0.3,Joy Seeker,29,59,1,-18,-7
596,IWF,Women,In a relationship,5th,2,0,0,1,no,2,2697867,1,More than 1M,5,76,82,94,82,54,82,12,6,6,33,0 - 35,10,6,1,11,4,51,11,7,Other,Healthcare,1.4,1.7,2.3,1.9,1.9,1.4,0.8,3,1.6,1.1,2.1,2.4,0.1,5.3,14.5,7.8,12.9,4.5,1,2.7,5,1.2,2.24,1.95,1.6,1.6,1.2,0.7,2.5,Striver,37,48,14,-21,-23
597,Xilio,Women,Single,25th,6,0,0,1,no,2,1593299,3,More than 1M,5,59,68,95,35,12,68,53,4.8,4.8,49,45 - 55,5,0,1,3,0,52,19,4,Tech,Healthcare,2,0.8,0.8,0.7,2.2,1.1,0.4,0.6,1.6,1.5,1.6,1.5,2.1,7,6.9,2.7,4.6,5.2,0.7,1.2,1,1.65,2.33,0.7,0.55,1.85,0.9,0.3,0.5,Purpose Seeker,38,41,-24,-17,-16
598,HBS,Men,Single,1st,1,1,1,2,yes,1,3499401,4,More than 1M,5,87,64,74,85,79,64,79,6.7,6.7,62,Over 55,4,5,10,2,10,49,7,3,Finance,Finance,0.5,0.2,1.5,1.7,0.7,2,0.8,0,1,1,1.8,0.4,1.3,2.6,2,5,11.1,1.6,1.4,2.5,0.1,0.45,2.09,1.25,1.4,0.6,1.7,0.65,0.05,Triumvirate,83,13,-13,-25,14
599,Xilio,Women,In a relationship,40th+,9,1,1,2,yes,1,3805803,2,More than 1M,5,47,61,49,42,73,61,72,7.3,7.3,40,35 - 45,0,10,9,10,3,48,17,5,Other,Other,0.6,0.3,0.9,1.1,1.2,2,2.8,3,1.6,0.7,0.3,0.6,1.7,2.7,2.1,2.8,7.4,2.8,1.3,9.2,5,0.5,2.1,0.7,0.95,1,1.65,2.3,2.5,Triumvirate,8,45,6,10,16
600,IWF,Men,Single,30th,7,3,3+,4,yes,1,1374027,2,More than 1M,5,36,10,80,22,77,10,88,4.8,4.8,39,35 - 45,7,4,5,1,7,52,18,0,Finance,Tech,0.1,2.7,0.4,2,0.8,2.1,1.7,0.8,2,1.2,1.4,2,1.7,1.4,22.4,1.3,13.2,1.9,1.4,5.8,1.4,0.1,2.02,0.35,1.65,0.65,1.8,1.45,0.7,Purposeful Striver,65,89,5,9,-25
